COUNTRY,CNT,EU,LEVEL,EXPLICIT,SCHOOLID,CLASSID,TEID,FSTWT,N_Teachers_Part,N_Students_Part,TE01Q01,TE01Q02,TE02Q01,TE03Q01,TE04Q01,TE04Q02,TE04Q03,TE05Q01,TE05Q02,TE06Q01,TE07Q01,TE08Q01,TE08Q02,TE08Q03,TE09Q01,TE09Q02,TE09Q03,TE09Q04,TE09Q05,TE09Q06,TE09Q07,TE09Q08,TE09Q09,TE10Q01,TE11Q01,TE12Q01,TE12Q02,TE13Q01,TE14Q01,TE14Q02,TE14Q03,TE14Q04,TE14Q05,TE14Q06,TE14Q07,TE14Q08,TE14Q09,TE14Q10,TE14Q11,TE15Q01,TE16Q01,TE16Q02,TE16Q03,TE16Q04,TE16Q05,TE17Q01,TE18Q01,TE18Q02,TE18Q03,TE18Q04,TE18Q05,TE18Q06,TE18Q07,TE18Q08,TE18Q09,TE18Q10,TE18Q11,TE19Q01,TE19Q02,TE19Q03,TE19Q04,TE20Q01,TE20Q02,TE20Q03,TE20Q04,TE20Q05,TE20Q06,TE20Q07,TE20Q08,TE20Q09,TE20Q10,TE20Q11,TE20Q12,TE20Q13,TE20Q14,TE20Q15,TE20Q16,TE20Q17,TE20Q18,TE20Q19,TE20Q20,TE20Q21,TE21Q01,TE21Q02,TE21Q03,TE21Q04,TE21Q05,TE21Q06,TE21Q07,TE21Q08,TE21Q09,TE21Q10,TE21Q11,TE22Q01,TE22Q02,TE22Q03,TE22Q04,TE22Q05,TE22Q06,TE22Q07,TE22Q08,TE22Q09,TE22Q10,TE22Q11,TE22Q12,TE22Q13,TE22Q14,TE22Q15,TE22Q16,TE22Q17,TE22Q18,TE22Q19,TE22Q20,TE23Q01,TE23Q02,TE23Q03,TE23Q04,TE23Q05,TE23Q06,TE23Q07,TE24Q01,TE24Q02,TE24Q03,TE24Q04,TE24Q05,TE24Q06,TE24Q07,TE24Q08,TE24Q09,TE24Q10,TE25Q01,TE26Q01,TE27Q01,TE28Q01,TE29Q01,TE14_ProfDev,TE18_TeachAct,TE20_Equip,TE20_Ped,TE20_Goal,TE21_StudCentered,TE21_TeachCentered,TE22_skills,TE22_Commun,TE24_Attitude,TE23_Opinion,DIGSUPTE_Cluster
Lithuania,31,1,ISCED3A,1,31399141,313991411,313991411102,51.2074,3,17,11,16,3,2,1,M,M,1,1,2,6,M,1,1,M,3,M,M,M,M,M,M,2,2,2,2,2,1,1,M,M,M,M,M,M,M,M,M,M,3,M,4,M,M,M,1,3,3,M,M,3,4,4,M,M,M,2,1,1,1,M,2,2,M,M,M,M,M,1,M,1,M,M,1,M,M,M,M,1,M,M,M,1,1,M,1,M,M,1,M,M,1,1,1,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,M,M,1,1,1,3,2,5,1,C,2.53,C,C,C,C,3.62,C,C,3.72,4.00,C
Lithuania,31,1,ISCED3A,1,31399141,313991411,313991411103,51.2074,3,17,2,11,4,2,1,1,2,1,1,4,2,2,1,2,3,3,2,2,1,1,2,3,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,4,2,2,1,1,1,1,4,4,4,3,4,3,3,3,1,4,4,1,1,2,2,2,3,3,4,4,4,2,4,4,2,1,2,2,2,2,2,4,3,4,4,4,1,1,2,1,2,1,2,3,1,2,2,1,1,2,1,3,2,1,2,2,2,1,1,2,2,3,2,1,2,3,2,2,2,2,2,3,1,2,2,2,2,1,3,3,3,3,2,2,2,5,4,4,M,0.55,3.36,1.67,2.57,1.25,3.33,3.40,3.33,2.67,2.63,3.00,3
Lithuania,31,1,ISCED3A,1,31399142,313991421,313991421101,66.2684,3,23,8,15,2,3,1,M,M,1,2,2,8,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,M,M,M,M,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,M,3,3,3,3,3,4,4,4,3,3,2,2,2,2,1,2,2,3,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,5,4,4,1,0.09,1.82,3.67,3.15,1.50,2.83,3.20,1.08,1.00,3.00,3.29,1
Lithuania,31,1,ISCED3A,1,31399142,313991421,313991421102,66.2684,3,23,6,8,3,3,1,2,2,1,2,4,7,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,3,4,1,1,3,1,2,2,2,1,1,3,1,1,1,1,1,2,1,1,2,1,1,2,4,1,1,2,2,1,2,2,2,2,1,2,2,1,4,4,4,4,4,1,2,3,3,2,4,3,3,2,2,4,1,1,2,2,4,4,1,2,2,2,4,3,4,4,4,2,2,3,3,4,3,3,2,2,2,2,2,1,1,1,1,M,1,1,1,1,1,1,4,3,4,1,0.27,1.45,3.17,3.29,1.00,2.00,2.80,2.58,1.00,3.90,2.71,1
Lithuania,31,1,ISCED3A,1,31399142,313991421,313991421103,66.2684,3,23,6,6,4,2,1,2,2,1,2,3,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,3,3,4,2,2,2,3,3,4,4,4,4,4,2,1,1,2,2,3,1,4,1,1,2,2,2,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,0.55,1.18,3.50,2.43,1.00,2.83,3.60,1.42,1.00,4.00,4.00,1
Lithuania,31,1,ISCED3A,1,31399143,313991431,313991431102,99.4033,2,21,12,14,3,3,1,2,2,1,2,4,7,M,M,M,M,M,M,M,M,M,M,M,M,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,3,M,M,M,M,M,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,3,1,4,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,4,4,4,4,4,3,2,5,4,5,1,0.36,1.27,1.00,1.00,1.00,1.00,1.00,2.25,1.00,1.88,1.00,2
Lithuania,31,1,ISCED3A,1,31399143,313991431,313991431103,99.4033,2,21,5,15,4,2,2,1,2,1,1,4,5,2,1,2,4,3,4,3,1,1,3,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,3,4,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,4,4,4,2,4,2,2,4,2,2,2,4,4,2,4,4,4,4,3,2,1,3,4,4,1,4,2,4,3,4,4,1,1,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,2,2,1,1,2,1,3,3,2,3,2,2,2,5,5,3,1,0.27,1.36,1.67,2.43,1.75,1.17,2.80,1.50,1.00,3.00,2.14,2
Lithuania,31,1,ISCED3A,1,31399144,313991441,313991441101,66.2687,3,26,14,10,2,3,1,M,M,1,1,4,3,M,M,1,2,3,2,2,3,1,3,3,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,5,2,2,2,1,3,1,4,3,3,2,3,4,2,2,3,4,2,1,1,2,1,3,3,2,4,2,3,4,4,4,2,2,3,2,2,2,3,4,4,2,2,3,1,2,2,2,3,1,2,2,1,1,2,1,1,2,2,2,3,1,2,4,3,1,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,6,4,5,1,0.73,2.91,2.17,2.00,1.75,3.50,3.00,2.92,1.67,3.63,3.00,4
Lithuania,31,1,ISCED3A,1,31399144,313991441,313991441102,66.2687,3,26,13,13,3,3,1,M,M,1,1,4,4,M,1,M,3,3,2,2,2,1,3,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,5,4,2,1,1,3,1,4,4,2,1,2,4,4,4,4,4,3,1,1,1,2,2,M,2,4,2,1,2,2,2,M,1,2,2,2,2,1,2,3,2,1,3,2,1,1,2,1,2,1,2,1,1,1,3,1,4,4,3,4,1,2,1,2,3,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,6,4,5,1,0.82,3.27,2.76,3.05,2.75,3.50,3.80,2.25,1.33,3.00,4.00,4
Lithuania,31,1,ISCED3A,1,31399144,313991441,313991441103,66.2687,3,26,5,1,4,2,1,M,M,1,1,3,3,2,1,2,4,3,2,2,2,1,3,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,5,3,4,M,1,3,1,4,3,2,1,2,4,1,2,3,3,2,1,1,1,1,3,3,3,4,4,2,2,2,2,2,1,2,2,3,3,2,4,4,3,4,4,1,1,3,2,2,2,3,2,2,2,2,2,1,3,M,3,2,1,3,3,2,4,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,5,4,4,1,0.27,2.45,1.83,3.14,1.00,3.00,3.00,2.41,1.67,3.13,3.00,3
Lithuania,31,1,ISCED3A,1,31399148,313991481,313991481102,99.403,2,20,14,13,2,3,1,M,M,1,1,4,5,2,1,2,1,1,3,3,4,4,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,4,1,1,1,1,3,1,3,3,2,2,3,1,2,1,4,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,2,3,3,1,2,3,2,1,3,1,2,1,2,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,3,1,5,1,0.45,2.27,2.00,2.29,2.25,3.00,3.40,3.50,4.00,3.50,3.00,4
Lithuania,31,1,ISCED3A,1,31399148,313991481,313991481103,99.403,2,20,15,13,4,2,1,M,M,1,1,4,4,M,1,M,4,4,4,3,3,3,3,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,5,4,2,2,1,4,1,2,3,2,2,3,4,1,1,2,2,2,1,1,2,1,4,4,4,4,4,4,4,4,2,2,2,4,2,3,4,4,4,4,4,2,2,1,1,1,3,1,3,2,2,2,2,3,1,1,2,2,4,1,1,1,1,1,2,3,1,4,2,3,1,3,2,1,3,3,3,2,3,2,2,2,1,2,1,2,3,3,2,2,2,1,3,3,5,1,0.36,2.18,1.00,2.14,2.00,2.50,3.80,3.17,2.67,3.00,2.43,3
Lithuania,31,1,ISCED3A,1,31399151,313991511,313991511101,66.2688,3,16,11,0,2,3,M,1,M,1,1,3,6,M,1,M,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,3,3,4,2,3,3,1,3,3,3,2,2,4,3,2,M,2,2,1,1,1,1,2,2,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,3,3,4,4,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,5,3,2,1,0.64,2.50,2.83,2.71,2.50,2.83,3.00,3.33,1.67,3.50,3.00,1
Lithuania,31,1,ISCED3A,1,31399151,313991511,313991511102,66.2688,3,16,6,7,3,3,1,2,2,1,2,4,8,1,2,1,4,2,4,2,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,1,3,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,4,4,1,1,4,2,2,4,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,2,4,2,2,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,6,5,4,1,0.09,1.45,2.33,2.71,1.00,1.00,1.00,1.83,1.00,3.00,3.29,1
Lithuania,31,1,ISCED3A,1,31399151,313991511,313991511103,66.2688,3,16,5,4,4,2,1,2,1,1,2,4,6,1,2,1,4,2,4,2,4,2,2,2,3,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,3,1,1,1,3,1,2,2,1,1,2,4,1,1,2,2,2,1,1,1,2,2,2,4,2,2,4,2,4,3,3,4,2,2,4,4,3,4,4,2,2,4,1,2,4,2,2,3,1,2,2,2,2,1,1,4,2,2,3,1,4,3,3,3,4,2,2,2,2,1,2,2,3,2,2,2,2,2,1,2,3,2,2,2,3,3,3,3,2,3,1,3,4,4,1,0.55,1.82,2.33,2.14,1.50,2.83,3.00,2.33,3.00,2.38,3.14,2
Lithuania,31,1,ISCED3A,1,31399152,313991521,313991521101,198.8061,1,19,12,11,3,2,1,2,1,1,2,3,8,2,1,2,4,3,4,4,4,4,2,4,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,4,2,2,4,3,2,3,1,1,1,3,4,4,1,4,4,2,1,2,1,1,4,4,4,4,4,4,4,4,2,2,4,2,2,2,2,2,4,4,2,4,2,2,1,1,3,1,3,3,3,2,2,1,2,1,4,3,3,3,2,2,3,3,4,4,2,4,2,4,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,1,M,4,5,1,0.27,2.55,1.00,2.14,1.50,2.67,3.40,1.92,2.33,3.02,3.00,3
Lithuania,31,1,ISCED3A,1,31399153,313991531,313991531101,57.6251,3,18,15,12,4,2,1,2,2,1,1,4,3,2,1,2,3,3,3,3,1,1,3,1,2,2,2,2,2,1,M,1,1,1,2,2,2,2,1,1,1,5,4,2,1,1,1,1,3,2,2,3,3,1,1,2,1,1,3,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,3,3,3,3,2,3,3,3,3,2,1,2,3,3,1,2,1,2,3,3,3,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,2,2,2,3,3,2,1,2,1,2,2,2,2,2,3,1,4,3,5,1,0.58,2.00,3.67,2.86,2.25,2.33,3.40,3.75,3.67,3.25,2.57,4
Lithuania,31,1,ISCED3A,1,31399153,313991531,313991531102,57.6251,3,18,15,12,2,2,1,2,2,1,1,2,4,2,1,2,3,3,3,2,1,1,3,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,1,1,4,4,2,3,3,3,1,3,2,2,2,3,1,1,2,1,1,3,1,1,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,3,4,3,2,2,3,4,2,3,2,4,3,4,3,2,2,2,2,1,2,3,2,2,2,2,1,1,2,2,2,3,2,2,3,1,4,3,4,1,0.55,1.91,2.67,2.86,2.25,3.17,3.00,2.08,2.00,3.13,3.00,2
Lithuania,31,1,ISCED3A,1,31399153,313991531,313991531103,57.6251,3,18,15,12,3,2,1,2,2,1,1,3,3,2,1,2,3,3,3,2,1,1,3,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,5,2,2,3,3,4,1,3,3,2,2,3,1,1,1,1,1,3,1,1,2,1,3,3,2,3,2,2,2,2,1,1,1,3,2,3,3,1,3,3,3,2,3,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,4,4,1,1,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,2,3,3,2,2,3,1,M,3,5,1,0.64,1.91,2.50,3.29,2.25,3.33,3.60,2.92,2.33,2.75,3.00,4
Lithuania,31,1,ISCED3A,1,31399156,313991561,313991561101,66.2689,3,21,10,9,2,3,1,2,2,1,1,4,4,2,1,1,2,3,4,3,1,3,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,3,1,2,2,1,2,1,4,4,2,2,3,4,4,3,3,3,2,1,1,1,2,2,3,4,2,2,4,4,4,4,3,3,2,2,4,4,4,4,4,4,4,4,M,3,1,2,2,2,1,3,3,2,1,1,1,1,2,3,1,1,2,2,2,2,2,3,3,3,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,6,5,4,1,0.73,3.09,2.17,1.86,1.00,2.83,3.34,3.25,2.00,3.25,3.29,3
Lithuania,31,1,ISCED3A,1,31399156,313991561,313991561102,66.2689,3,21,8,21,3,3,1,2,2,1,2,4,7,2,2,2,2,2,3,2,1,3,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,3,4,1,4,1,4,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,4,4,3,3,3,3,2,2,3,2,2,4,3,2,3,4,1,2,2,3,2,3,1,3,1,2,3,1,1,2,2,3,3,1,3,3,3,3,3,2,2,1,3,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,5,1,0.36,1.64,2.50,2.14,1.50,2.50,3.40,2.50,3.33,4.00,3.86,4
Lithuania,31,1,ISCED3A,1,31399156,313991561,313991561103,66.2689,3,21,7,20,4,2,1,M,1,1,1,4,5,M,M,1,1,3,1,2,1,3,1,1,3,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,4,2,2,2,2,1,1,2,2,2,1,2,3,1,1,2,2,2,1,1,2,M,3,3,3,2,2,3,3,3,3,2,2,3,2,3,3,2,3,4,3,3,4,1,2,2,2,2,2,2,3,2,2,2,2,2,4,3,4,2,1,4,2,4,3,3,2,4,2,3,2,4,2,4,4,4,4,3,4,1,4,3,2,2,2,3,3,3,3,2,2,1,4,5,4,1,0.64,1.82,2.33,2.43,1.50,2.83,3.20,2.08,2.33,2.38,1.57,2
Lithuania,31,1,ISCED3A,1,31399157,313991571,313991571101,60.7467,3,22,13,15,3,2,1,2,1,1,1,4,5,2,1,2,3,3,2,2,1,4,4,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,4,2,1,1,1,1,3,2,3,1,2,1,1,1,2,2,2,1,1,2,2,2,4,2,3,2,3,2,4,3,2,2,2,1,3,1,4,4,3,2,3,3,2,2,1,3,1,2,2,2,1,1,2,2,2,4,3,4,2,1,1,2,2,4,4,4,4,4,3,2,4,2,4,2,2,2,2,2,1,2,2,1,2,1,3,2,3,2,2,3,1,5,4,3,1,0.27,1.82,2.33,2.71,1.75,3.17,3.40,2.33,1.00,3.00,3.14,2
Lithuania,31,1,ISCED3A,1,31399157,313991571,313991571102,60.7467,3,22,12,14,2,3,1,1,1,1,1,4,4,M,1,M,3,3,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,3,3,2,1,1,4,1,4,4,3,1,3,4,2,2,2,4,3,1,1,1,1,2,4,3,1,1,2,3,4,4,2,2,3,2,3,2,2,4,4,4,4,4,1,2,4,1,2,1,1,2,1,1,1,1,1,3,1,M,1,1,1,1,2,1,2,1,4,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,M,2,2,2,2,2,1,5,4,5,1,0.36,2.91,2.83,2.14,1.00,3.83,3.00,3.44,3.00,3.27,3.86,4
Lithuania,31,1,ISCED3A,1,31399157,313991571,313991571103,60.7467,3,22,12,6,4,2,2,M,M,1,1,4,5,2,1,M,M,3,3,1,1,1,1,1,M,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,M,1,3,2,1,1,M,1,3,3,2,1,2,1,1,1,1,2,2,1,2,2,M,2,3,2,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,M,2,M,1,3,4,4,4,2,M,4,4,4,M,2,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,6,5,2,1,0.12,1.73,2.17,2.29,2.16,1.62,2.20,1.33,1.00,2.88,3.00,1
Lithuania,31,1,ISCED3A,1,31399158,313991581,313991581101,66.2688,3,16,16,8,2,3,M,M,1,1,1,2,3,2,1,1,3,3,1,1,3,1,3,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,3,2,2,1,4,1,1,3,3,2,2,2,1,2,M,2,2,2,1,1,M,M,4,4,4,4,4,4,4,4,4,4,2,4,3,2,4,4,4,4,2,4,2,1,2,3,3,2,1,M,3,1,2,2,1,1,1,1,2,3,2,1,3,4,2,2,3,4,4,4,4,4,3,3,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,5,4,4,1,0.64,2.04,1.00,1.43,1.50,3.00,3.00,2.83,1.33,3.50,3.14,3
Lithuania,31,1,ISCED3A,1,31399158,313991581,313991581102,66.2688,3,16,M,M,3,2,1,M,M,1,1,2,6,2,1,M,3,3,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,4,4,4,2,1,3,1,2,2,1,1,1,1,4,1,4,1,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,3,2,3,4,1,1,2,3,1,3,1,2,1,2,3,1,1,2,1,3,3,1,2,2,2,2,3,3,4,3,1,1,2,3,4,2,2,3,2,2,2,2,3,2,2,1,M,3,3,3,1,3,2,3,1,5,1,0.55,1.82,1.00,1.86,1.50,2.67,3.80,3.08,1.67,2.65,2.86,3
Lithuania,31,1,ISCED3A,1,31399158,313991581,313991581103,66.2688,3,16,5,2,4,2,2,1,2,1,1,2,3,2,1,2,4,3,1,1,1,1,3,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,3,1,3,3,3,2,1,2,2,2,3,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,3,1,1,4,1,4,4,4,2,3,1,2,2,2,2,2,2,2,2,3,3,2,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.09,2.27,3.50,3.14,1.75,2.67,3.20,2.00,2.00,C,C,1
Lithuania,31,1,ISCED3A,1,31399160,313991601,313991601101,66.2684,3,28,8,7,6,1,1,1,1,1,1,4,1,1,2,1,3,3,M,M,3,M,M,M,3,1,2,1,1,1,1,1,1,1,1,1,2,1,M,1,1,5,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,M,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,3,2,5,1,0.86,4.00,1.59,1.00,1.00,3.83,3.80,4.00,4.00,3.88,3.43,4
Lithuania,31,1,ISCED3A,1,31399160,313991601,313991601102,66.2684,3,28,12,18,4,2,2,1,2,1,1,3,1,2,2,1,3,3,4,3,4,4,3,4,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,5,2,4,1,1,2,1,4,3,4,2,3,1,4,3,2,3,3,1,1,2,1,2,2,2,4,3,4,4,3,3,3,3,4,2,3,4,3,4,4,3,4,4,1,3,3,2,3,2,3,3,2,3,2,1,1,3,1,2,2,1,1,2,1,1,2,3,3,3,3,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,4,5,1,0.45,2.91,2.17,1.86,1.00,2.67,2.40,3.33,2.00,3.88,3.86,4
Lithuania,31,1,ISCED3A,1,31399160,313991601,313991601103,66.2684,3,28,9,10,3,3,1,M,M,1,M,4,8,M,1,M,2,2,3,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,3,1,1,2,1,1,3,4,1,2,4,2,2,1,1,1,2,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,3,3,2,3,3,1,2,2,3,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,2,2,1,4,3,5,1,0.27,2.09,3.83,2.71,2.00,3.00,3.40,3.33,2.00,2.63,2.86,1
Lithuania,31,1,ISCED3A,1,31399162,313991621,313991621101,52.3176,3,10,21,3,2,3,1,2,2,1,1,4,4,2,1,2,4,3,4,3,1,1,1,1,2,2,2,2,2,1,2,2,2,1,M,1,2,2,2,1,2,3,2,4,2,1,4,1,4,4,3,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,1,1,3,3,1,2,2,2,3,4,1,3,2,2,2,2,2,1,1,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,5,3,5,1,0.31,3.73,3.50,3.43,2.25,3.67,3.00,3.08,3.00,3.50,3.71,1
Lithuania,31,1,ISCED3A,1,31399162,313991621,313991621102,52.3176,3,10,7,5,4,2,2,1,2,1,1,4,3,2,1,M,1,1,3,3,2,1,3,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,3,2,2,1,3,3,1,4,3,3,3,3,3,3,2,2,2,3,1,1,2,1,2,2,2,4,4,4,3,4,2,2,1,3,2,3,4,4,4,4,4,4,4,1,2,3,3,3,1,2,2,1,1,1,1,1,2,2,2,2,1,1,3,1,1,2,1,4,3,3,2,3,3,3,1,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,4,4,5,1,0.27,2.82,2.00,2.57,1.00,3.50,2.80,3.25,2.33,3.63,3.43,3
Lithuania,31,1,ISCED3A,1,31399162,313991621,313991621103,52.3176,3,10,17,11,3,3,2,2,2,1,1,4,6,2,1,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,4,4,2,3,1,3,1,3,3,1,1,3,4,3,1,2,1,2,1,1,1,1,2,2,3,1,2,3,3,4,3,3,3,2,2,4,4,4,4,4,4,4,4,1,2,2,2,2,3,1,3,2,2,3,1,1,2,1,3,3,1,2,1,1,1,3,4,4,4,4,3,3,2,3,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,3,1,6,5,5,1,0.64,2.18,2.83,2.14,1.00,2.50,3.40,3.08,1.00,3.13,2.86,2
Lithuania,31,1,ISCED3A,1,31399163,313991631,313991631101,66.2688,3,25,13,11,2,3,1,1,2,1,1,4,3,2,1,1,2,2,1,1,1,3,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,3,1,1,1,1,1,2,3,3,3,1,3,1,1,1,2,3,3,1,1,1,1,2,2,2,4,2,2,3,2,3,2,2,3,2,3,2,2,4,4,4,3,2,1,3,2,2,2,2,3,3,3,3,2,1,1,4,2,2,2,1,2,2,2,2,2,2,3,3,3,2,1,1,4,2,2,3,2,2,2,2,1,1,2,1,3,3,2,2,1,2,1,4,3,5,1,0.36,2.18,2.67,2.57,1.75,2.50,2.80,2.92,2.33,3.13,2.86,3
Lithuania,31,1,ISCED3A,1,31399163,313991631,313991631102,66.2688,3,25,13,12,3,2,2,1,2,1,1,4,3,2,1,2,4,3,4,4,4,3,4,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,3,1,4,2,3,3,1,4,4,3,2,3,1,1,1,1,1,2,1,1,2,2,4,4,4,2,2,3,3,3,2,1,1,2,1,4,3,1,3,3,2,3,2,1,1,2,3,2,3,2,3,1,2,2,1,1,4,2,2,3,2,3,3,2,2,3,2,4,4,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,2,1,1,4,3,4,1,0.64,2.09,1.83,3.14,2.25,2.67,3.40,2.58,1.67,3.13,3.29,2
